id,latitude,longitude
6591566,39.93394,116.46084
6596814,39.92597,116.39673
6602344,40.10428,116.408
6616745,39.93931,116.43427
6619374,40.44628,116.09879
6622351,39.92917,116.40344
6646968,40.02943,116.41814
6670006,39.91816,116.49079
6680286,39.91852,116.5116
6692071,39.94036,116.47357
6694197,39.908,116.57883
6715189,40.14696,116.28943999999998
6718751,39.87205,116.46704
6720546,39.89949,116.49297
6731352,40.03812,116.36125
6738607,39.93826,116.30116
6739725,39.97551,116.31518
6759712,40.11031,116.54878
6767658,39.97127,116.47788
6767767,39.97097,116.47955
6768183,39.89994,116.49373
6769409,39.900090000000006,116.49176
6769464,39.87247,116.46696
6769491,39.90083,116.49349
6769629,39.89935,116.49195
6801565,40.28983,116.57451
6808986,39.89047,116.34617
6813166,39.93998,116.43472
6820153,39.90801,116.5114
6825001,39.85237,116.36978
6827135,39.90051,116.48463999999998
6837530,39.84921,116.36374
6839612,40.03481,116.41733
6843240,39.93459,116.33016
6845824,39.90944,116.49756
6852864,39.93368,116.37663
6855919,39.9008,116.48038
6855920,39.90128,116.47962
6856386,39.97759,116.37937
6862828,40.64974,117.31368
6871885,39.8994,116.47998
6874842,39.97089,116.48114
6875342,39.9892,116.33592
6887869,39.95505,116.45655
6889629,39.97931,116.32196
6892408,39.89307,116.50435
6902700,40.12925,116.59798
6902927,40.58472,116.48046
6908156,39.94286,116.42252
6914699,39.94292,116.42102
6921435,39.88386,116.3139
6926692,39.91002,116.47707
6956755,39.84254,116.08232
6977698,39.90493,116.37728
6981222,39.92016,116.54789
6997017,39.96481,116.71073
7002965,39.9162,116.45137
7025859,40.00733,116.35032
7038567,40.30875,116.63127
7060869,39.92925,116.51801
7076397,39.94349,116.43564
7076862,39.85385,116.43254
7077098,40.20884,116.23645
7080544,39.99316,116.47161
7084189,40.63816,116.74338
7120675,39.9838,116.38547
7121445,39.91628,116.45331000000002
7134079,39.92098,116.49777
7134110,40.05518,116.41492
7134179,39.92501,116.34859
7141954,39.98691,116.42131
7150743,39.8645,116.27013
7151567,40.36921,116.51414
7152188,40.37073,116.51255
7156047,39.99645,116.47163
7170741,40.00086,116.31807
7207262,39.93428,116.45716000000002
7207788,39.93516,116.29008
7228136,39.88622,116.43453999999998
7228735,40.16038,116.82193
7232427,40.00307,116.33633
7232455,39.94328,116.42171
7232987,39.94241,116.42105
7239103,39.94314,116.41417
7254107,39.87295,116.49522
7275326,39.99936,116.50153
7310859,39.97918,116.41109
7314236,39.97821,116.37695
7314671,39.97748,116.37668
7316815,39.97,116.31599
7332241,40.68515,117.17224
7339907,39.96996,116.71441000000002
7381182,39.93793,116.45614
7390600,39.93379,116.46133
7406806,39.99006,116.33388
7411662,39.91468,116.4624
7429617,39.85354,116.43384
7446839,40.02383,116.43169
7462100,39.99026,116.4969
7462530,39.99038,116.49783
7462684,39.99204,116.49695
7462821,39.99219,116.49671
7464911,39.93523,116.43242
7487161,39.94264,116.39661
7496164,39.87088,116.47246
7507801,39.90735,116.47136
7510496,39.93319,116.45205
7512413,39.90748,116.4436
7532871,39.87229,116.45623
7539156,39.91539,116.52687
7554349,39.85962,116.41766
7562324,39.63183,115.5854
7565157,39.98529,116.42611
7567979,39.9881,116.41854
7580605,40.05831,116.41294
7583592,39.92514,116.37192
7624575,39.9746,116.50582
7629201,39.93723,116.44282
7631324,39.85837,116.43472
7638027,39.89225,116.68074
7638107,39.91189,116.54011
7640968,39.91183,116.53948
7641874,39.91761,116.27162
7641966,40.02253,116.41337
7656313,39.93116,116.40425
7669616,39.93898,116.43708
7678905,39.91617,116.46203
7681762,39.93673,116.30003
7683294,40.41232,116.60173
7688815,39.86697,116.45277
7698962,39.92448,116.47877
7700936,39.96488,116.4414
7707517,39.996190000000006,116.47318
7717037,39.94301,116.39115
7718530,39.92516,116.40671
7734614,40.22109,116.21276
7783061,40.36925,116.51269
7807536,39.85418,116.30259
7809479,40.05839,116.41961
7823178,40.0569,116.41725
7829704,39.92385,116.5124
7830280,39.98937,116.33999
7852881,40.07487,116.08958
7862824,39.92185,116.46135
7864048,39.9237,116.46261
7885739,39.83888,116.4501
7903151,39.87953,116.35201
7903152,39.87918,116.35245
7921331,39.89195,116.47829
7959025,39.95492,116.36636
7974773,39.92346,116.47902
7975953,39.9013,116.48328
7977453,39.92908,116.46459
7982081,39.92222,116.38071
7989241,39.89444,116.36807
7989970,40.23816,116.72174
7991555,39.91052,116.52396
7994338,39.94552,116.41682
7995164,39.88259,116.45754
8018667,39.91258,116.40514
8026726,39.90816,116.4725
8034173,39.88031,116.45245
8038088,40.2224,116.21894
8038445,39.89343,116.33823999999998
8039384,39.90041,116.40728
8040683,39.91711,116.47369
8044225,39.94268,116.34564
8054431,39.89,116.43405
8056345,39.89467,116.45057
8061933,40.22402,116.22087
8062113,40.2215,116.21299
8062492,39.99415,116.41076
8090676,40.06945,116.3243
8092036,39.88606,116.33882
8106790,39.9286,116.50655
8112841,39.89066,116.40338
8118519,39.9071,116.37762
8122565,39.91518,116.5266
8133955,39.90805,116.56136
8139003,39.89346,116.47016
8142755,39.89346,116.46966
8150968,39.89292,116.48597
8163071,39.93243,116.45648
8214835,39.887440000000005,116.45946
8215387,39.87195,116.46842
8215631,39.87862,116.30995
8227649,39.93811,116.30096
8228093,39.93632,116.29452
8230488,39.885670000000005,116.45793
8231836,39.88565,116.45709
8232259,39.88517,116.45839
8232326,39.88428,116.45917
8233738,40.06385,116.41466
8234400,39.99635,116.47172
8234409,39.99645,116.47016
8241814,39.9254,116.42197
8243116,39.79771,116.33335
8263350,39.98689,116.4788
8275364,39.98258,116.47478
8277862,39.94133,116.436
8296339,39.95088,116.41791
8297556,39.99017,116.42389
8301518,39.95183,116.43644
8311049,39.91235,116.54008
8327561,40.58318,116.48029
8330785,39.90561,116.44425
8350814,39.79206,116.43128
8350835,39.91352,116.54004
8355026,39.92663,116.37242
8356856,40.21536,116.61242
8364030,39.9888,116.42237
8373140,39.98926,116.42213
8374640,39.92354,116.47759
8376074,39.98809,116.45352
8382773,39.76661,116.21223
8399489,40.00157,116.31608
8403690,39.97361,116.32613
8409496,40.01151,116.46014
8410505,39.89571,116.4142
8427478,39.92593,116.31844
8428291,40.18122,115.89216
8428573,39.89472,116.46344
8455140,39.89247,116.34839
8455203,39.98781,116.47926
8468223,40.03143,116.31883
8478144,39.93795,116.45198
8483257,39.94123,116.30542
8486745,39.88619,116.33265
8491998,39.89384,116.50443
8492135,39.92388,116.45009
8492203,39.77605,116.50264
8508255,39.98944,116.45347
8512073,39.85629,116.52403
8527293,39.91174,116.45414
8541323,39.89245,116.42168
8542206,40.07639,116.33592
8543084,39.91087,116.45279
8546195,40.02945,116.34326
8556955,39.97238,116.34756000000002
8564769,39.90752,116.44445
8570583,39.993,116.46516
8583066,39.98802,116.48333
8583648,39.90502,116.44301000000002
8589499,39.90862,116.48938
8596987,39.99101,116.4927
8622978,39.91293,116.36473
8655881,39.925990000000006,116.42153
8660443,39.8927,116.45057
8668597,40.04147,116.41681
8673991,39.92321,116.51454
8689969,39.92099,116.25945
8691352,39.92588,116.422
8691747,39.92732,116.42081
8691938,39.90686,116.54311
8692794,39.9252,116.42029
8695875,40.17059,116.42619
8703415,39.99154,116.4709
8705011,39.86493,116.47064
8711443,39.90962,116.47854
8722964,39.88854,116.47048999999998
8730454,39.8669,116.41844
8764242,40.00173,116.47865
8773401,39.98917,116.48343
8785199,39.86959,116.4255
8786229,39.86957,116.42382
8786445,39.8688,116.4237
8787628,39.86771,116.425
8788133,39.86727,116.42548
8788262,39.86738,116.42373
8819634,39.88777,116.46688
8850238,39.92896,116.60667
8852803,39.91837,116.51064
8888557,39.89493,116.43545
8889646,39.93478,116.37586
8905492,39.93505,116.43118
8907561,39.86929,116.34163
8908329,39.93892,116.44212
8914028,39.93715,116.43658
8928138,39.90281,116.40645
8928162,39.94015,116.43408
8932932,39.93972,116.43697
8942688,39.92545,116.42218
8944506,39.90939,116.49618999999998
8945371,39.96536,116.31302
8947740,39.88681,116.4668
8956254,39.79694,116.45763
8956855,39.9414,116.4396
8962249,39.88672,116.46739
8994944,40.00161,116.46432
9000125,39.92343,116.51207
9002580,39.90448,116.6237
9004687,39.90787,116.47192
9035401,39.91516,116.49595
9035679,39.91816,116.50621
9036253,39.91508,116.49053
9037354,39.92313,116.51264
9051747,39.89405,116.47169
9054894,39.91498,116.49739
9078701,39.97607,116.32683
9081480,39.93468,116.45603
9082982,40.00034,116.36799
9115864,39.89475,116.46424
9120361,39.99487,116.48042
9120416,39.99498,116.47207
9123693,40.03922,116.59163999999998
9124603,39.76677,116.5863
9141061,39.96698,116.45763999999998
9142891,39.86782,116.42383
9157449,39.88125,116.32776
9157522,40.46713,116.47431
9175312,39.98437,116.30828
9178963,39.93591,116.38791
9193556,39.90348,116.40764
9201594,39.92561,116.42207
9220032,39.95437,116.4751
9221577,39.92416,116.50562
9222075,39.92121,116.47822
9225708,40.04015,116.59644
9234191,39.90871,116.69473
9240407,39.96448,116.48702
9242164,39.94116,116.43487
9243638,39.92416,116.50563
9244025,39.92421,116.50562
9244383,39.92415,116.50561
9261435,39.89609,116.42892
9262157,39.96411,116.40949
9264425,39.92156,116.41344
9264826,39.92225,116.41236
9266752,39.91496,116.46184
9270907,39.94031,116.42171
9273789,39.904990000000005,116.44415
9286580,39.91829,116.46751
9286892,39.91876,116.46626
9287119,39.92381,116.4426
9287701,39.92636,116.44831
9287765,39.92277,116.45287
9304104,39.84253,116.37758999999998
9304358,39.93676,116.50443
9352934,39.90954,116.49802
9356642,39.92455,116.44974
9378708,39.92792,116.41325
9406608,39.95513,116.31299
9437326,39.95418,116.3899
9452138,39.94116,116.43505
9453516,39.92915,116.61871
9458281,40.15671,116.54871
9480688,39.91642,116.46221
9481024,39.92418,116.50558
9481684,39.92362,116.45136
9496981,39.89242,116.47781
9499206,39.99229,116.45408
9499570,40.07517,116.31892
9514359,39.9254,116.42162
9518581,39.89263,116.45694
9539592,39.89308,116.50083
9551660,39.91697,116.44471
9567683,39.92188,116.50525
9597873,39.84251,116.37745
9598128,39.89232,116.50454
9598637,40.20556,116.66573
9598825,39.93931,116.39636000000002
9602367,39.89975,116.48344
9602459,39.90013,116.48475
9602857,39.90008,116.48305
9602974,39.9,116.48259
9613960,40.00108,116.46441000000002
9642596,39.8544,116.42017
9675164,39.93305,116.45417
9684141,39.92443,116.48588
9686270,39.89434,116.50428
9691223,39.97271,116.35574
9698543,39.90623,116.45496
9700692,39.95262,116.44583
9736836,39.90156,116.34801000000002
9740333,39.86752,116.46979
9781328,39.98888,116.46115
9787911,39.97272,116.3503
9799545,39.89404,116.50593
9817294,39.73597,116.54439
9826203,39.92739,116.37093
9826367,39.92702,116.37326000000002
9826444,39.92564,116.37275
9826907,39.92468,116.36692
9845647,39.76351,116.21252
9857796,40.05993,116.32882
9887849,40.25743,116.15365
9888238,39.99121,116.40428
9898724,39.93439,116.44545
9907598,39.90711,116.46995
9934618,39.90312,116.40719
9949262,40.04613,116.32413
9949848,40.2114,116.23154
9961623,39.93905,116.44239
9962149,39.9406,116.44818
9977605,39.91866,116.47167
9980879,39.92736,116.42197
9985346,39.97457,116.50558
10024680,39.98514,116.44196
10027306,39.9111,116.45947
10028466,39.90592,116.4691
10028989,39.94537,116.31338999999998
10040588,39.93705,116.44475
10052601,39.84988,116.36921
10079227,39.97265,116.30541
10079829,39.97299,116.39555
10080488,39.97507,116.30619
10081795,39.89512,116.45896
10089027,39.90907,116.47075
10089124,39.90648,116.47577
10094788,39.90666,116.47097
10106501,39.93973,116.43665
10106745,39.93978,116.43705
10107116,39.932,116.44073
10109883,39.90607,116.55116
10114391,39.90797,116.47052
10114441,39.91466,116.4901
10115731,39.90638,116.46798
10120408,39.99261,116.33508
10127776,39.89778,116.39267
10142416,39.90537,116.45911
10147322,39.9858,116.41251
10149350,39.930890000000005,116.51185
10162368,40.22152,116.44944
10197034,39.92928,116.51252
10223435,39.90871,116.4896
10252532,40.36149,115.95995
10272873,39.90337,116.19792
10284408,40.58139,116.32172
10284546,39.94381,116.31368
10307320,39.93768,116.44414
10308223,39.87332,116.45811
10329046,39.9314,116.4554
10344280,40.059090000000005,116.34707
10370852,40.00328,116.39784
10375780,39.87061,116.45504
10391835,39.88262,116.66836
10394229,40.00402,116.39751
10399819,39.93615,116.44608999999998
10400246,39.93104,116.51489
10416415,39.93857,116.43707
10417144,39.94027,116.44857
10446144,39.99291,116.36566
10459527,39.89638,116.47844
10481132,39.8919,116.34118
10486042,39.90495,116.3793
10488126,39.90409,116.37924
10488167,39.89919,116.39016
10504785,39.93394,116.45293
10527264,39.78492,116.48314
10528426,40.05161,116.42146
10531096,39.84024,116.44451
10532616,40.15945,116.26421
10574709,39.93008,116.40158
10577743,39.90592,116.52331
10587507,39.90972,116.49615
10617949,39.96736,116.43363
10621152,39.91258,116.55173
10622844,39.91918,116.55363
10623555,39.91885,116.55543
10638745,39.93652,116.46572
10645455,39.93473,116.45419
10654289,39.87633,116.66757
10687741,40.008,116.37166
10691864,39.98111,116.45926
10707415,40.06214,116.29809
10711394,39.93638,116.45491
10711944,39.89714,116.48484
10730252,39.90744,116.55818
10734580,39.946290000000005,116.33801
10741299,39.9409,116.455
10750296,39.92501,116.47372
10754505,39.68353,116.31156
10754979,39.92645,116.37083
10757927,39.87531,116.35046
10758433,39.90406,116.40806
10758456,39.925990000000006,116.36497
10781597,39.76985,116.15643
10794690,39.93618,116.44473
10814930,40.0475,116.17851
10823752,39.99251,116.4088
10838551,39.89571,116.44572
10841212,39.84369,116.38742
10841993,39.89268,116.44974
10844264,39.86978,116.43104
10866089,39.90032,116.48465
10867763,39.97191,116.25863
10867778,39.90143,116.4806
10867876,39.89963,116.48305
10867952,39.90022,116.48365
10868076,39.9001,116.48263
10868181,39.89928,116.48305
10868251,39.89991,116.48289
10875810,39.91572,116.47037
10898454,39.90663,116.44526
10912305,40.161,116.25726
10938464,39.89132,116.45513
10953419,39.90298,116.40788
10976751,39.86415,116.41553
10996292,39.93594,116.31806
10996388,39.86852,116.43264
10999535,39.9346,116.31824
11003777,39.90361,116.40686
11027815,39.79505,116.82687
11049479,40.46565,116.83372
11056343,40.00478,116.39558
11169354,39.93393,116.36879
11193031,39.88921,116.46539
11197756,39.94485,116.42488
11219142,40.19488,116.23388
11232946,39.92771,116.32052
11246023,39.90014,116.48424
11261243,40.00577,116.36452
11262038,40.00411,116.36598
11264674,40.00416,116.36513
11278270,39.99852,116.31974
11283009,39.89908,116.49241
11283186,39.900090000000006,116.48338
11283515,39.958940000000005,116.45898
11283577,40.00716,116.3718
11285277,39.99449,116.40826
11285538,39.98988,116.41285
11285842,39.99786,116.38635
11306167,39.9885,116.37998
11306787,39.98273,116.43158
11307688,39.94683,116.43718
11325456,39.93271,116.50092
11326270,39.82128,116.44291
11326584,40.12772,116.59287
11345510,40.01178,116.36988999999998
11349645,39.88477,116.68392
11351359,39.91733,116.42452
11373868,39.90952,116.29569
11380381,40.027,116.40468
11400264,40.01077,116.47506
11401304,39.93765,116.45045
11401604,39.89131,116.47821
11420268,39.89587,116.42723
11424013,39.80992,116.42478
11424741,39.97489,116.47678
11427395,39.99511,116.40363
11443761,39.95282,116.35789
11443776,39.95127,116.35746
11450904,39.93796,116.39295
11451233,39.93972,116.39229
11468603,39.92624,116.32015
11493594,40.04939,116.25164
11497131,39.95223,116.39659
11500895,39.98521,116.46787
11505661,39.87381,116.36888
11514103,39.85929,116.44255
11522114,39.89955,116.45129
11534547,40.06746,116.31129
11535389,39.997690000000006,116.36924
11535520,39.97394,116.45015
11537264,39.96155,116.49084
11538622,39.92688,116.51603
11539860,39.93457,116.36592
11541908,39.87458,116.37019
11543542,39.87484,116.37011
11555159,39.92889,116.18299
11557554,39.9427,116.39223
11575561,39.63892,115.58811
11578515,40.00585,116.3969
11593804,39.98467,116.41473
11609930,40.21462,116.40862
11610627,39.92168,116.49675
11613285,40.046490000000006,116.43517
11615530,39.94019,116.36441
11616510,39.9362,116.3663
11616751,39.97543,116.4413
11617199,39.91016,116.39828
11627631,40.022,116.27198
11628095,39.95765,116.45802
11660975,39.9351,116.50585
11661375,39.98776,116.46593
11667483,40.39819,116.56411
11687677,39.89567,116.45278
11710813,39.98548,116.46767
11741454,39.92708,116.46113
11741477,39.91031,116.51194
11743836,39.90328,116.40708
11743990,39.80993,116.36761
11750472,40.08144,116.35798
11761999,40.05997,116.40312
11762047,39.89706,116.4738
11763153,39.96552,116.48554
11767549,39.97971,116.3211
11785776,40.65135,117.48869
11788106,39.9765,116.49966
11803003,40.36883,116.89567
11829890,40.10285,116.55203
11830732,39.88753,116.46866
11835318,39.8836,116.45557
11835746,39.87648,116.44989
11845704,40.02883,116.28393
11852931,39.93963,116.44864
11859288,39.92702,116.58624
11874234,40.02047,116.2647
11877515,40.36035,115.99305
11878212,39.99315,116.36501
11893225,39.95013,116.34733
11911698,39.94084,116.44843
11912393,39.87795,116.44971
11912517,39.87644,116.45013
11919354,40.06057,116.63232
11934132,39.727340000000005,116.69177
11934296,39.90176,116.68905
11953547,40.38475,116.54178
11974420,39.89348,116.474
11977870,40.03118,116.5085
11978990,39.80931,116.5079
11990102,39.95467,116.35847
11992368,39.89704,116.50758
11992483,39.88897,116.40428
11993741,39.92708,116.36743
11994094,39.965340000000005,116.31784
11994356,40.03503,116.39265
11994974,40.10311,116.55177
11996876,39.9421,116.4443
11998523,39.92329,116.58291
12010296,39.98493,116.30611
12010967,39.87527,116.44198
12011088,39.89736,116.47591
12011582,39.872890000000005,116.70096
12018514,39.98668,116.30029
12030644,39.95821,116.43718
12032400,39.94451,116.39675
12035782,39.90305,116.40709
12043853,39.94213,116.44445
12043910,39.9391,116.43448
12059732,39.90477,116.43517
12061971,40.13368,116.61952
12064562,39.66777,116.31284
12078739,39.88942,116.40431
12078760,39.8894,116.40412
12092474,39.89093,116.46388
12093783,39.96856,116.44347
12100908,40.22394,116.21928
12105328,39.97382,116.44991
12108752,39.90836,116.56313
12109176,39.9084,116.56087
12109261,39.90915,116.56295
12116425,39.68727,116.32204
12117430,40.27415,116.63763
12125710,39.9873,116.29902
12126035,39.93521,116.51562
12130194,39.90268,116.40685
12137351,39.91576,116.46924
12140510,39.87623,116.44535
12141180,39.941390000000006,116.44373
12157656,40.64992,117.47036
12158319,39.92879,116.47773
12159007,39.89293,116.50432
12159080,39.89451,116.50545
12174659,40.090790000000005,116.34239
12174895,39.87729,116.66767
12175268,40.42242,117.21983
12185018,40.04241,116.41402
12190198,39.84921,116.35833999999998
12190316,39.84734,116.35133
12192899,39.93806,116.39525
12196874,40.03835,116.408
12198548,40.38157,116.81985
12208762,39.84889,116.35833999999998
12208853,39.8506,116.35833
12209541,39.9264,116.46034
