id,name,host_id,host_name,room_type,price,minimum_nights,availability_365,,
21953314,Contempio Village Courtyard 北英汇- Tatami Room榻榻米房,144923483,云娇,40.03785,116.49648,Private room,678,1,221
21953363,Sylvia home$$$超优质､超豪华美式风格榻榻米大床整租,69015835,Sylvia,39.7987,116.45987,Entire home/apt,456,5,0
21953451,入住北英汇四合院去感受四合院的魅力,144923483,云娇,40.03806,116.49821,Entire home/apt,4999,1,38
21953677,Rosy & cozy APT with 1bdrm-close to Sanlitun,146992209,Y,39.93538,116.43638,Entire home/apt,436,1,357
21955451,Modern & cozy APT with 2 bdrms nearby CBD,154941625,慕盛,39.8913,116.46691,Entire home/apt,597,1,216
21955531,Romantic APT with 2 bdrms-close to Happy Valley,154941625,慕盛,39.89837,116.4988,Entire home/apt,537,1,210
21957604,Wyatt 2 Bedroom Apartment,160295903,Jack,39.8954,116.4653,Entire home/apt,497,1,357
21959937,大三居/亚运村商圈/鸟巢水立方/美中宜和妇儿医院/近联合大学/国家会议中心/北京会议中心中灿园,158405830,Zlys0819,40.00611,116.41447,Entire home/apt,678,1,360
21961456,【四合院儿】醉京味儿之【衛&艾】可住十人双loft||后海/故宫/天安门/南锣鼓巷/北海/北大医院,18974180,Yu   Qian,39.94782,116.40244,Private room,1295,1,356
21966426,暖小窝 ~Sweet Studio,158784354,Joanna,39.93098,116.29185,Entire home/apt,289,2,52
21967552,古北水镇单间,128189976,纪刚,40.65259,117.27404,Entire home/apt,289,1,45
21967745,"家庭出游,实惠长租,遇见美宿,享受生活,豪装loft,长安街沿线,近首都机场",147588904,小米民宿,39.91945,116.65761,Entire home/apt,436,1,179
21967792,一床一猫谁就是一世界,58518377,博,39.9643,116.29624,Entire home/apt,161,1,0
21969112,望京/酒仙桥/798/机场/极简两居室,73699657,泽辉,39.98945,116.48407,Entire home/apt,698,1,350
21969155,望京/酒仙桥/798/机场/森系两居室,73699657,泽辉,39.98949,116.48386,Entire home/apt,799,1,348
21970175,西二环暖心小屋,43936743,Lei,39.9307,116.35955,Private room,362,1,0
21970271,2层无电梯   301医院步行5分钟到  华熙LIVE 五棵松地铁口直达天安门故宫,135222407,李,39.90629,116.26819,Entire home/apt,597,1,356
21970439,2二环内市中心近故宫天安门北京站建国门前门崇文门天坛国贸高层欧式高配豪华酒店公寓四人套房,65848559,思晗 (Angela),39.89621,116.44522,Entire home/apt,9998,1,146
21970727,安全整洁舒适两居,126670676,雪莲,39.97368,116.38939,Entire home/apt,698,1,89
21972566,橘芮简居-天坛方庄前门同仁医院五号线一居,155053807,Teresa,39.865,116.42173,Entire home/apt,456,1,364
21974051,【Robo Home】Lovely studio  in the heart of beijing,94884537,Robo,39.86764,116.44852,Entire home/apt,295,1,76
21975240,『清新秀丽』海淀区|地铁400米|北大清华|中关村|海淀医院【精品·三居】环境优美+舒适垫+位置佳,119706958,如怡,39.97561,116.31461,Entire home/apt,631,3,342
21975848,"【美式复古】私汤温泉公寓,高档家私\超大观景窗\超美夜景,10分钟到三里屯\簋街,烘干机\空气净化器",156162547,玉,39.9597,116.4433,Entire home/apt,497,1,82
21976030,【骄阳似我】呼家楼地铁站0距离 毗邻三里屯 国贸  中央电视台 两居室,119706958,如怡,39.92291,116.46081,Entire home/apt,557,3,350
21976432,北京邮电大学宿舍出租,159089133,学锋,39.95484,116.37146,Private room,201,7,181
21982197,"D床位每人119出租!望京千万豪宅,3分钟到地铁14号线来广营站,顺义机场附近,床位更便宜,限女生",158970120,Ivanke,40.0206,116.45579,Shared room,289,1,91
21983164,【土拨鼠之家】亦庄近荣京东街地铁站豪华两居可长租,156285360,土拨鼠,39.7891,116.51157,Private room,698,1,365
21984136,"整套房-北京平谷区京郊渡假优质生活房-装修已1年半时间精装全新家具家电,南北通透90平2居",160518849,南燕,40.06067,117.02024,Entire home/apt,503,1,0
21984255,N10首都机场 西客站 通州万达广场 六号线通州北关站 北关商务核心区 武夷花园 八通线北苑站,151310310,白,39.91588,116.66064,Entire home/apt,248,1,292
21984343,【B&W】SPACE -CBD,78720233,Ophelia,39.89409,116.46108,Private room,255,1,351
21984505,长租优惠【晨曦】朝阳大悦城/6号线/南锣鼓巷/四惠,54436429,兴伟,39.91815,116.51348,Entire home/apt,1389,1,348
21984631,长租优惠【漫时光】朝阳大悦城/6号线/南锣鼓巷/四惠东,54436429,兴伟,39.91884,116.51285,Private room,201,10,350
21985098,周月租优惠【一抹蓝】朝阳大悦城/四惠东/6号线/南锣鼓巷/鼓楼,54436429,兴伟,39.91785,116.51204,Private room,228,10,350
21985168,长租优惠【半梦半醒】朝阳大悦城/6号线/鼓楼/南锣鼓巷/四惠东,54436429,兴伟,39.91802,116.51329,Private room,168,10,350
21985232,长租优惠【与相思】朝阳大悦城/6号线青年路/四惠东/南锣鼓巷/鼓楼,54436429,兴伟,39.91738,116.51374,Private room,168,10,350
21985290,长租优惠【时光不复】6号线青年路/大悦城/十里堡/鼓楼/四惠东,54436429,兴伟,39.91941,116.51196,Private room,148,10,350
21985471,Nice room near subway with air cleaner,98869813,Marse,39.97117,116.45148,Private room,215,1,0
21986165,Cozy room in New Apartment新公寓温馨舒适大床房wx: happyyouth,13688303,Jack,39.94131,116.65998,Private room,141,1,78
21986296,N9首都机场 六号线通州北关站 八通线通州北苑站 直达西客站南锣鼓巷站 后海 武夷花园商圈宋庄画家村,151310310,白,39.91751,116.65675,Entire home/apt,396,1,289
21986708,[榴莲班长]花花世界-主卧,31489894,正飞,39.94845,116.34836,Private room,282,2,16
21986824,concise & cozy APT -close to HappyValley,154941625,慕盛,39.90041,116.49555,Entire home/apt,611,1,222
21987248,concise & cozy APT with 2 bdrms-close to Guomao,154941625,慕盛,39.89086,116.46775,Entire home/apt,631,1,214
21987344,02#特价 望京 央美 Soho 14/15号线 电梯 清新大床主卧,99848022,小丁,39.98812,116.4621,Private room,168,1,358
21987438,concise & cozy APT -close to Guomao,154941625,慕盛,39.89531,116.45944,Entire home/apt,570,1,216
21988307,贝特公寓,160549765,兵,40.28994,116.65344,Private room,329,1,0
21989012,休息小屋,40874534,罗,40.0618,116.33179,Private room,302,1,0
21991556,前门文艺小屋,31248198,Ni Ro,39.88423,116.37853,Private room,188,1,0
21992411,"优质高端2房单身公寓,临清华大学北京大学,近鸟巢水立方颐和园､近五道口地铁站,高楼层独享大阳台及厨房",91993925,安吉拉,40.00147,116.33909,Entire home/apt,510,1,350
21992811,"鼓楼,后海,五道营,二环内北欧舒适房整套出租,Normcore cave in Gulou",128852857,Celia,39.9515,116.40007,Entire home/apt,396,2,18
21993666,"【闲云居】南屋,北京南锣鼓巷雍和宫后海静谧小院",54556061,Zuggery,39.94763,116.3953,Entire home/apt,597,1,83
21999954,近天安门简约复式公寓可住7人,155336123,少智,39.89039,116.40122,Entire home/apt,1000,1,172
22000036,"【闲云居】正房,北京鼓楼南锣鼓巷超宽敞大套房",54556061,Zuggery,39.94605,116.39765,Entire home/apt,584,3,86
22000303,301医院步行1分钟到 华熙LIVE  五棵松地铁站天安门故宫直达,135222407,李,39.90728,116.27006,Entire home/apt,463,1,353
22001432,古北水镇 司马台长城 长城脚下水镇邻家望山居,160655990,燕南,40.64825,117.26964,Entire home/apt,778,1,82
22001542,天安门旁温馨复式两居可住7人,155336123,少智,39.88835,116.40153,Entire home/apt,1000,1,170
22002027,happy house,160654790,Eva,39.90034,116.47195,Private room,282,1,0
22002655,怀柔神堂峪小驿大床房,160668539,玲,40.43021,116.63557,Private room,215,1,0
22002734,01# 望京 央美 Soho 14､15号线 电梯 清新大床房,99848022,小丁,39.98936,116.46045,Private room,148,1,359
22003203,国贸､双井､cbd､地铁旁尊享双人独立公寓,160673589,志刚,39.89297,116.48829,Entire home/apt,591,30,364
22003249,Marina@三里屯院子——赭石主题房间N1,160674938,筱竹,39.92857,116.46575,Private room,879,1,181
22003553,前门.天安门.崇文门.天坛近地铁旁精装三居室,134196330,可可,39.89009,116.40892,Entire home/apt,799,1,342
22003856,"两居近国贸,北京南站,距地铁站仅18米干净优美的油画公寓",109633965,树,39.84487,116.44902,Entire home/apt,315,2,0
22003891,大象-兰亭小集| 中国风情小调的书香两卧 怡海总部基地天坛医院九号线直达北京西站,156491126,群子,39.83111,116.29724,Entire home/apt,497,1,82
22004171,怀柔神堂峪小驿榻榻米,160668539,玲,40.43017,116.63603,Private room,429,1,0
22004280,春季特惠【小巴黎】三里屯东直门 轻法式小资&阳光落地窗露天阳台|10分钟到达工体三里屯南锣雍和宫,146992209,Y,39.93704,116.43747,Entire home/apt,577,1,359
22004555,怀柔神堂峪小驿家庭间,160668539,玲,40.43064,116.63545,Private room,456,1,0
22005612,渡云 故宫旁 胡同小院 双卧独立家庭套房 散步逛王府井 天安门｢松庐·北京｣,160690845,Jim,39.9125,116.40565,Entire home/apt,799,2,341
22005929,春季特惠【北欧白色独屋】阳光朝南落地窗 超棒视野|紧邻工体太古里东直门雍和宫南锣,146992209,Y,39.93621,116.43738,Entire home/apt,503,1,361
22006363,地铁五号线旁小画室,142915638,Mm,40.03998,116.41775,Entire home/apt,349,1,169
22006552,Warm & sunshine  APT with 2 bdrmsclose to Sanlitun,146992209,Y,39.94277,116.45346,Entire home/apt,523,1,351
22009540,/先咨询 31大浴缸loft复式欧式近三里屯国展 簋街浪漫观景台夜景五星情侣明星公寓特色,97699322,小小,39.96014,116.44269,Entire home/apt,537,1,359
22018071,广安门中医院世纪坛医院北京西站大床房整租,160781404,媛媛,39.89182,116.32843,Entire home/apt,497,1,355
22018243,【独立四卧室小院】古长城乡村山景民宿1号院 度假放空田园生活 原汁原味北方乡村民居,160781579,辛未,40.46339,116.12652,Entire home/apt,3100,1,355
22018358,地铁旁大一居广外医院近儿童医院,160781404,媛媛,39.89451,116.33084,Entire home/apt,497,1,359
22018363,25.紧邻南锣鼓巷.时尚“宋”电影主题开间,85983323,弥邸设计师公寓,39.93202,116.41195,Private room,597,1,129
22019509,紧邻六号线十里堡精品一居室,126111395,Ma,39.9335,116.50048,Entire home/apt,9998,1,180
22020014,【瑜悅家】二環邊勁松國貿潘家園地鐵溫馨整潔房,160793344,子瑜,39.87888,116.4476,Entire home/apt,396,1,0
22020598,【独立二卧室小院】古长城乡村山景民宿2号院 度假放空田园生活 原汁原味北方乡村民居,160781579,辛未,40.46193,116.12701,Entire home/apt,1698,1,357
22020994,【独立四卧室小院】古长城乡村山景民宿3号院 度假放空田园生活体验 原汁原味北方乡村民居,160781579,辛未,40.46162,116.12532,Entire home/apt,3402,1,358
22022331,古北水镇旁农家别墅  司马台长城脚下 阳光舒适大床房,160815518,德勤,40.65685,117.24387,Private room,148,1,90
22023085,"Joe's Cozy Home
龙飞的小窝~(整户出租)",66387419,Joe,39.88245,116.31797,Private room,181,2,87
22023372,CBD国贸附近高档公寓  独立卫生间 Super big Room,40826837,Yulia,39.89063,116.47689,Private room,248,1,351
22024010,"北欧阳光复式落地窗房(临近4号线地铁高米店南站,沿线有西红门(北京最大商场汇聚)西单､北京南站等)",159173442,Leenaa,39.76334,116.29024,Private room,161,1,0
22024295,茶的四合院,159363987,茶,39.94551,116.41878,Entire home/apt,1590,1,0
22024958,远方的家,136652207,鑫淼,39.90024,116.22776,Private room,161,1,90
22035847,国贸CBD电视台奢华影院套房2911,160927448,小楠,39.91836,116.45363,Private room,698,1,351
22035885,隐世Hutel·叠院儿LayeringCourtyard- 未来感的胡同时间长廊与三叠隐匿的四合院落,51975556,王燕,39.89967,116.38953,Private room,1577,1,90
22037437,你在北京有个家,140556012,Louis,39.88051,116.33194,Entire home/apt,503,3,0
22039089,温馨小公寓 紧邻CBD 地铁七号线直达 独立的卧室､客厅,101294468,Elsa,39.8581,116.52875,Entire home/apt,201,6,44
22042006,国贸CBD 欧式宫廷大三居 位置绝佳 地铁2分钟,148353191,洋,39.89416,116.46772,Entire home/apt,953,1,341
22049527,"近天坛,国贸地铁旁高档大床房",153700545,百住公馆,39.81096,116.49681,Private room,188,1,365
22051682,nearby forbidden city and Tiananmen square 王府井天安门,146443451,Hui,39.91799,116.4192,Private room,201,2,358
22052400,古北水镇小妖的家,153683050,娟,40.64759,117.24513,Entire home/apt,1503,1,335
22052437,地铁口旁精装高层公寓,21263781,Qifei,39.76083,116.33511,Entire home/apt,315,1,76
22052535,古北水镇斑马的家,153683050,娟,40.6568,117.24736,Entire home/apt,799,1,361
22053193,1､北京阜成门阜外儿童北大第一医院时尚两居,159447756,佳佳乐一分店,39.92748,116.35538,Entire home/apt,570,1,320
22053257,2.【祝我佳】近阜外医院､金融街､西单､天安门简约两居,159447756,佳佳乐一分店,39.92762,116.35556,Entire home/apt,517,1,361
22053977,地铁五百米房山长阳 阳光舒适安静独立房间 临近北京西站 六里桥 丰台科技园,113050120,Cola,39.76857,116.21579,Private room,81,1,80
22054252,十里河地铁豪华两居,90417748,治茸,39.86731,116.45553,Entire home/apt,396,3,328
22055226,1号线直达故宫天安门长安街西延线阳光大房,161088452,木兰,39.90317,116.20069,Entire home/apt,309,1,66
22056254,北京CBD温馨小屋 高档小区 离大望路地铁站､SKP购物中心步行5分钟,107593590,Luna,39.91385,116.47559,Private room,228,1,0
22057420,"酒店式公寓,给您家的温馨",31045119,Amy,39.85645,116.41155,Entire home/apt,268,1,0
22059295,【多美家】北京宋庄艺术区二层独立小楼,56144886,倩,39.95051,116.72751,Private room,423,1,0
22067494,Tennessee田纳西® 原乡美利坚 三居独栋乡村墅 北京近郊的世外桃源,18658886,Shining,40.45504,115.77426,Entire home/apt,2389,1,86
22068287,【独立卧室】古长城乡村山景民宿独立间 度假放空田园生活 原汁原味北方乡村,160781579,辛未,40.46388,116.12502,Private room,597,1,356
22068337,【BeiJing Impressionism.北京印象派】近国贸7号线百子湾站,34147512,丽达,39.89385,116.50544,Entire home/apt,342,1,170
22068800,Nearby Beijing South Railway Station,161098603,Jingyao,39.86125,116.39489,Private room,349,1,0
22069857,国贸公寓正规1居室出租,161219024,吴松,39.91095,116.45763,Entire home/apt,1000,1,90
22070094,设计师独立私密中式小院—天安门鼓楼雍和宫南锣附近长城 (秋天北京最美的季节已开放欢迎预订),54556061,Zuggery,39.94602,116.39528,Entire home/apt,2302,2,84
22070928,首都机场新国展祥云小镇LOFT高级公寓,56925835,瑞,40.09934,116.5397,Entire home/apt,396,1,63
22072103,"朝阳急救中心,大望路,国贸,古玩城,华威桥,潘家园,十里河,工业大学附近干净舒适2居室",161237196,嘉,39.87279,116.46804,Entire home/apt,409,1,87
22072812,北京南站､天坛､天安门､木樨园单间(适合2人),132411548,北方,39.85577,116.40221,Private room,148,1,90
22076929,温馨主卧 临近六号线黄渠 只限女生或者情侣哦(*ฅ́˘ฅ̀*)不允许吸烟!,149654923,雅静,39.92982,116.58884,Private room,201,2,0
22077761,大主卧:人民大学理工大学北外中关村 温馨缘份之家,161211842,艳,39.96692,116.31846,Private room,201,20,83
22087047,陶然亭小窝,161345392,峥,39.87724,116.38133,Shared room,67,1,0
22088705,【尊享】朝南整套+空气净化器+乳胶枕+北三环里的地道便利生活,80202876,Aaron,39.9666,116.39112,Entire home/apt,429,5,126
22090388,『春季特惠』【温暖清新都市风二居】Beijing  紧邻故宫 天安门 景山公园 南锣鼓巷 东四地铁站5号线,155335114,艳红,39.92055,116.40729,Entire home/apt,497,1,344
22091080,"CBD国贸舒适现代地铁公寓,地铁直达国贸､三里屯､机场快轨｡",65044948,Liang,39.88526,116.46384,Entire home/apt,389,1,69
22091308,二环半地下三居室之一,95760903,Hope,39.87596,116.34933,Private room,154,1,0
22091523,LOFT海归才女之家 /慢生活馆/北京方糖  复式  新国展/机场附近,148931878,慢生活,40.10166,116.55797,Entire home/apt,503,1,132
22091591,"【精致小家·房间2】西二环地铁4/6/9号线动物园近天文馆国图,直达天安门南锣鼓巷西单故宫清华北大",132193979,雍,39.93584,116.33165,Private room,161,1,78
22092260,田园风温馨大两居 阳光充沛外景优美 紧临立水桥地铁站A口 方便乘5号线/13号线 出行奥体公园､鸟巢,156565896,Chengmeng,40.05426,116.41042,Entire home/apt,429,1,65
22094320,朝青商圈/朝阳大悦城周边温馨小屋,23144249,贺,39.91554,116.53099,Private room,168,1,0
22094445,古北水镇日韩风情榻榻米复式公寓,151588651,斌,40.64539,117.26726,Entire home/apt,1503,1,0
22095041,古北水镇日韩风情榻榻米洋房住宿,151588651,斌,40.64738,117.2683,Entire home/apt,597,1,0
22095833,富贵园优质房源~,161414893,洁,39.89366,116.43407,Private room,114,15,0
22096541,望春园温馨单人公寓,161202855,Yang,40.04613,116.42038,Shared room,168,1,88
22096938,天安门天坛故宫王府井双地铁高档商品小区精致大两居,161422532,思榕,39.89107,116.42725,Entire home/apt,718,1,164
22099877,【淡雅别致】故宫东侧 步行可到天安门 景山北海王府井 妇产医院 灯市口地铁站 体验真正老北京胡同,153994278,嘉豪,39.91949,116.40525,Entire home/apt,530,1,357
22100776,【Top】天安门·畔 步行至故宫/王府井/协和 近地铁1/5号线东单站 近北京站机场大巴直达 阳光好,94320778,Joanna,39.91135,116.40733,Entire home/apt,597,30,364
22106695,芍药居十号线十三号线阳光大床房单间智能密码锁,127690707,苗苗,39.97842,116.43321,Shared room,101,1,316
22107108,温馨舒适大房间/国贸地铁站5分钟/故宫\南锣鼓巷\王府井大使馆\电视台\万达SKP\招商\惠普大厦,105883532,Lorie,39.90622,116.46607,Private room,181,2,83
22108133,"聚缘小院,距离首都机场8公里｡小院宁静优雅,房间宽敞舒适｡提供阅读和美食｡",161227728,首丽,40.01346,116.57194,Private room,362,2,362
22109043,双床中央电视台CBD世贸天阶犀客时代公寓713,160927448,小楠,39.91633,116.45322,Private room,671,1,346
22110296,双人独立单间大床房|中赫合作798艺术区内高级公寓|24小时热水|中央美院地铁望京SOHO酒仙桥机场,89103659,遥,39.9835,116.49275,Private room,174,1,356
22110366,双人间学生宿舍上铺位|中赫合作798艺术区LOFT宏源公寓|中央美院地铁望京酒仙桥360机场南站商圈,89103659,遥,39.98342,116.49301,Shared room,67,1,365
22110848,798艺术区内高级公寓|双人间下铺位|24小时热水|紧挨地铁14号线望京SOHO酒仙桥三里屯机场商圈,89103659,遥,39.98331,116.49259,Shared room,81,1,321
22110936,舒适温馨阳光三居室,92229224,Annie,39.95698,116.44186,Entire home/apt,758,1,0
22111016,"【精致小家·整套房】老北京西二环4/6/9号线,近动物园天文馆国图,直达故宫南锣鼓巷西单清华北大",132193979,雍,39.93533,116.33215,Entire home/apt,416,1,79
22113839,"@北京,望京,距机场30分钟,3分钟到14号线来广营地铁站",158970120,Ivanke,40.01935,116.46803,Private room,597,1,365
22114064,"Beijing,Wangjing,30min. to airport,135square",158970120,Ivanke,40.01938,116.46639,Private room,9998,1,365
22114335,国贸CBD 遇见北欧 精品三房 近地铁,148353191,洋,39.88934,116.47259,Entire home/apt,678,1,355
22114346,"E望京千万豪宅,距机场30分钟,3分钟到14号线来广营地铁站",158970120,Ivanke,40.01798,116.46746,Shared room,9998,1,365
22115998,【驿动空间】Flying Cloud公寓 2居 紧邻望京SOHO 地铁旁,128951070,Itonespace,39.99963,116.48449,Entire home/apt,651,1,332
22116151,Warm and nice house for tourists visiting Beijing,160255603,Xinxin,39.9197,116.48077,Shared room,235,2,89
22119564,【三月特惠】三里屯极为安静的整套公寓/一楼/近三里屯/团结湖地铁站,150964796,Cactus,39.93343,116.4557,Entire home/apt,651,1,0
22123856,【皇城古风】步行王府井协和医院3分钟近天安门故宫北海后海景山三里屯天坛簋街等,161626931,建国,39.91496,116.42022,Entire home/apt,691,1,351
22125460,人大北理工等高等学府旁的房子412,100576006,国周,39.96675,116.31042,Entire home/apt,470,1,365
22130348,"假日农夫生态木屋【国门第一园,农耕文化体验,家庭休闲】",161656834,亚斌,39.98846,116.6361,Entire home/apt,3979,1,365
22130909,燕莎,146617948,Land,39.9496,116.45046,Entire home/apt,443,30,364
22131822,【精致小家·房间1】西二环动物园地铁4/6/9号线西苑饭店天文馆国图直达天安门西单南锣鼓巷清华北大,132193979,雍,39.93752,116.33173,Private room,228,1,78
22131830,【奇幻暖屋】望京soho合生麒麟社 奢华浪漫1居,151027648,芮,39.996,116.47655,Entire home/apt,537,1,358
22132350,Traditional Hutong Apartment with 2 king size beds,43978554,Anan,39.94486,116.3925,Entire home/apt,349,2,0
22134230,Spacious & cozy room located in Beijing Hutong,146989377,Zoe,39.93531,116.38823,Entire home/apt,497,1,103
22135487,小猴子窝,161440581,Dazzle,39.89875,116.42595,Entire home/apt,497,1,0
22138896,(长租优惠)YOU ARE BLUE_-七七の家劲松/双井/地铁10号线一室一厅温馨公寓,93590373,Yu,39.88444,116.45324,Entire home/apt,369,1,353
22141705,像在北京城氧吧里-奥森旁温馨舒适小卧室,6204453,Haijing,40.00063,116.38732,Private room,201,3,364
22143282,近国贸 地铁百子湾站Loft森林物语私人影院 【初见初心Homestay】,120992633,Roy,39.89279,116.50632,Entire home/apt,483,1,357
22152146,"三里屯soho､太古里､酒吧街,特价两居4人大床房!",22763978,Jin,39.93168,116.45615,Entire home/apt,550,1,81
22152349,望京中心商业区公园地铁旁的大三居的次卧 798艺术区步行可到 服装设计师的家,45880478,宵宵,39.99127,116.48004,Private room,221,1,38
22152899,"103平舒适两居出租,性价比超高",100273249,东妮,40.06098,116.42476,Entire home/apt,161,1,0
22154987,【润泽悦溪】13号线北苑站|5号线|直达鸟巢|水立方|西直门|辐射大望京|798/舒适床品+两居,86950707,Lena,40.05144,116.43139,Entire home/apt,591,1,364
22155162,❤️步行即到三里屯的温暖避风港,157194751,Becky,39.95368,116.45247,Private room,201,1,0
22155511,WELCOME TO BEIJING,108691559,逍徉,39.8668,116.36644,Private room,302,1,90
22155697,"近国贸双井,步行地铁站3分钟,珠江帝景观景大房",159556693,捷,39.91478,116.4806,Private room,221,1,88
22156057,情迷毕加索两居室套房首都机场､新国展､中粮祥云小镇,153039211,北京忆嘉酒店式公寓,40.08131,116.54377,Entire home/apt,752,1,76
22156179,【逸境佳里•放空】慕田峪长城脚下的私家别院,54614042,樱桃,40.38052,116.54365,Private room,497,1,341
22159292,Sanlitun/CBD/Hujialou subway/1 room/102,102550397,Kathy,39.92654,116.46145,Private room,235,1,320
22162224,Sanlitun/CBD/Hujialou subway/1 room/103,102550397,Kathy,39.92463,116.46062,Private room,235,2,361
22164481,N1万达广场 六号线通州北关站 暖锣鼓巷 后海 武夷花园商圈 宋庄画家村 首都机场 西客站 精致民宿,151310310,白,39.91681,116.6594,Entire home/apt,248,1,291
22165225,小政知行空間(中關村､人民大學､大鐘寺之間的私人書坊),31723433,Song,39.96516,116.32671,Private room,262,1,49
22167214,"2 Queen Beds Next to Subways, Bird's Nest & CNCC",10304629,Aming,39.98412,116.387,Entire home/apt,423,3,86
22167217,怀柔雁栖湖青龙峡河防口长城欧式复古洋房—栖居,160660203,Amy,40.36766,116.67232,Entire home/apt,899,1,357
22167619,情迷毕加索一居室套房A首都机场､新国展､中粮祥云小镇,153039211,北京忆嘉酒店式公寓,40.08171,116.54344,Entire home/apt,497,1,86
22167715,星空一居室套房首都机场､新国展､中粮祥云小镇,153039211,北京忆嘉酒店式公寓,40.07962,116.54389,Entire home/apt,497,1,77
22168059,"(1可长租)6号线青年路站,朝阳大悦城,达美购物中心,朝阳体育中心姚家园新一居",161927655,云芝,39.94735,116.51825,Entire home/apt,295,1,365
22168067,京郊小汤山银山塔林延寿水长城美式独栋别墅轰趴民宿(泉墅Spring Home),161779554,Daniel,40.29147,116.36287,Private room,2798,1,362
22168231,良乡大学城紧邻地铁30分钟到达市中心大户型LOFT整套宽敞明亮酒店公寓适合情侣旅游商务旅家庭2~3人,9476904,立,39.7215,116.17281,Entire home/apt,168,1,82
22172032,梦立方-1号彩虹轰趴别墅 昌平香堂,161961544,玉,40.24506,116.3763,Entire home/apt,2979,1,365
22172436,天坛附近 地铁旁边  干净温馨,10482080,Julia,39.86759,116.44325,Entire home/apt,228,2,90
22172518,步行3分钟到地铁 肿瘤空军304医院 首师大 地铁直达南锣鼓巷,61061751,微风,39.92822,116.27861,Private room,201,1,360
22173828,"公寓大次卧(三室一厅一卫,独立房间,共用洗手间",34352320,Kemo,39.9397,116.42929,Private room,255,1,247
22174002,"公寓主卧(独立房间,共用洗手间,三室一厅一卫",34352320,Kemo,39.94281,116.41657,Private room,262,1,181
22174138,"公寓次卧 (三室一厅一卫,两张单人床",34352320,Kemo,39.93968,116.40697,Shared room,242,1,254
22175482,"朝阳区-6号线-东四环-十里堡-石佛营-炫特区

一个广告人的隐居室",133248610,Kkk,39.93166,116.50792,Entire home/apt,403,1,0
22178650,"坐视鸟巢水立方,北邻国家会议中心,南通南锣鼓巷 花海小卧室",143503318,泥巴小生,39.98579,116.38659,Private room,228,3,89
22180782,"紧邻国贸CBD商圈的小房间,感受东三环的忙碌与悠闲",148209539,Monica,39.87293,116.46773,Private room,121,1,267
22180970,光大新濠酒店公寓04 北京通州北关6号线直达南锣鼓巷 平安里 呼家楼 温馨大床房,162045244,新光大酒店公寓,39.91675,116.65979,Entire home/apt,235,1,89
22181532,【Yibushe】New chinese style Peking Yard in Hutong,26361502,Clare,39.93961,116.39726,Entire home/apt,1295,1,20
22182048,ins风120度阳光落地窗环绕临近地铁精装公寓,134998341,奕丹,40.06831,116.42477,Private room,121,1,0
22182537,BJ(节日特惠)可住3人/三里屯/永利国际/工体/使馆区120平米,157478723,妍,39.93533,116.44565,Entire home/apt,866,1,0
22182857,CBD Sanlitun/cozy bedroom阳光通透大床房位置极佳紧邻国贸CBD大悦城三里屯,161206875,Mi,39.91641,116.49422,Private room,148,1,0
22183817,"紧邻地铁,近国贸,潘家园高端阳光床",153700545,百住公馆,39.80759,116.48973,Shared room,127,1,365
22184247,国贸CBD双井地铁口布洛克清雅大床房,161407210,Rt,39.89538,116.46118,Entire home/apt,309,1,364
22185613,"7天起租,价格可议,近望京酒仙桥798艺术区经典欧式大床房",161721900,Rongrong,39.97571,116.49394,Entire home/apt,396,1,364
22185860,酒仙桥/798艺术区 3-4人落地窗阳光套房,161721900,Rongrong,39.9699,116.4866,Entire home/apt,429,1,361
22186823,"【风之旅人】朝南精装公寓,步行三里屯工体|东直门 | 机场线直达 | 簋街 | 宜家厨具|私定床品",152119771,十一,39.93822,116.43503,Entire home/apt,429,1,46
22192637,书香屋独立单间临北京西站 地铁14号欢乐水魔方 故宫天安门,146039630,娟,39.86757,116.25664,Private room,161,7,91
22192681,在奢华高层公寓里俯瞰北京商务中心区全景,30244900,乐乐,39.91624,116.45465,Entire home/apt,1000,2,37
22193102,"国贸CBD商圈高档科技美学封闭式花园公寓,公寓,简约日式风,出门地铁,24小时新风系统和保安",74243546,CiCi,39.89488,116.48636,Entire home/apt,403,1,0
22194547,近301武警总医院蓝港五棵松演唱会地铁二居,151727455,晓龙,39.91741,116.26812,Entire home/apt,530,1,363
22196562,看丹桥温暖小屋~,44517207,Tianjiao,39.83712,116.28498,Entire home/apt,262,1,0
22199644,青年路地铁6号线大悦城旁边 温馨 一居室4#7,157880567,长宝,39.9195,116.5177,Entire home/apt,470,1,359
22199757,国贸CBD双井地铁口轻奢简约欧式大床房,161407210,Rt,39.89493,116.46645,Entire home/apt,369,1,348
22201972,首都机场/新国展15号线后沙峪附近的单间,124772889,萌,40.10606,116.56762,Shared room,127,1,365
22202905,国贸CBD24小时恒温恒湿恒氧顶级公寓,124507717,丰勇,39.8931,116.48788,Entire home/apt,698,1,364
22204098,凤梨家•Home of Pineapple 金台路地铁站大开间近三里屯团结湖,21609935,Rachel,39.92059,116.48257,Entire home/apt,799,3,0
22206621,#一零的小喵屋KittenBox#朝南阳光清新300m和平西桥地铁站阳光充足俯瞰三环夜景超大公共空间,105505666,Yilin,39.96862,116.41535,Private room,168,1,0
