listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
24233960,2020-02-28,f,$380.00,$380.00,1.0,50.0
24233960,2019-08-27,f,$380.00,$380.00,1.0,50.0
24234124,2019-08-03,t,$458.00,$458.00,1.0,1125.0
24234124,2019-09-20,t,$458.00,$458.00,1.0,1125.0
24234300,2020-03-14,f,$87.00,$87.00,1.0,23.0
24234300,2020-02-21,f,$87.00,$87.00,1.0,23.0
24234526,2020-01-11,t,$260.00,$260.00,1.0,100.0
24234526,2020-03-17,t,$260.00,$260.00,1.0,100.0
24234715,2020-02-01,t,$1999.00,$1999.00,1.0,31.0
24234715,2020-01-17,t,$1999.00,$1999.00,1.0,31.0
24234965,2019-10-12,t,$580.00,$580.00,1.0,1125.0
24234965,2019-10-23,t,$580.00,$580.00,1.0,1125.0
24235151,2019-11-09,f,$100.00,$100.00,1.0,1125.0
24235151,2020-03-03,f,$100.00,$100.00,1.0,1125.0
24235326,2020-02-11,f,$163.00,$163.00,1.0,1125.0
24235326,2019-12-14,f,$163.00,$163.00,1.0,1125.0
24237243,2019-07-13,t,$139.00,$139.00,1.0,1125.0
24237243,2019-11-30,t,$139.00,$139.00,1.0,1125.0
24237454,2019-07-26,t,$338.00,$338.00,1.0,1125.0
24237454,2019-05-31,t,$338.00,$338.00,1.0,1125.0
24238401,2020-02-20,f,$1000.00,$1000.00,1.0,10.0
24238401,2019-06-25,t,$1000.00,$1000.00,1.0,10.0
24239062,2019-08-16,t,$380.00,$380.00,1.0,1125.0
24239062,2019-09-30,t,$380.00,$380.00,1.0,1125.0
24239168,2020-03-01,f,$199.00,$199.00,1.0,18.0
24239168,2020-01-18,f,$199.00,$199.00,1.0,18.0
24239347,2019-11-09,t,$999.00,$999.00,6.0,500.0
24239347,2020-01-31,t,$999.00,$999.00,7.0,500.0
24241137,2019-05-12,t,$790.00,$790.00,1.0,1125.0
24241137,2019-05-30,f,$790.00,$790.00,1.0,1125.0
24241202,2019-08-11,t,$409.00,$409.00,1.0,1125.0
24241202,2019-08-08,t,$409.00,$409.00,1.0,1125.0
24241915,2019-09-02,t,$400.00,$400.00,1.0,1125.0
24241915,2019-05-01,t,$538.00,$538.00,1.0,1125.0
24241936,2019-11-26,t,$298.00,$298.00,1.0,1125.0
24241936,2019-07-24,t,$298.00,$298.00,1.0,1125.0
24242087,2019-07-03,t,$298.00,$298.00,1.0,1125.0
24242087,2019-07-15,t,$298.00,$298.00,1.0,1125.0
24243450,2020-03-06,f,$188.00,$188.00,10.0,30.0
24243450,2019-04-25,f,$188.00,$188.00,10.0,30.0
24244258,2020-01-13,t,$274.00,$274.00,1.0,7.0
24244258,2019-11-07,t,$274.00,$274.00,1.0,7.0
24244513,2019-10-26,f,$228.00,$228.00,1.0,1125.0
24244513,2019-08-24,f,$228.00,$228.00,1.0,1125.0
24244754,2019-09-20,t,$449.00,$449.00,1.0,1125.0
24244754,2019-05-08,t,$449.00,$449.00,1.0,1125.0
24250770,2020-03-11,t,$558.00,$530.00,1.0,1125.0
24250770,2019-05-17,t,$558.00,$558.00,1.0,1125.0
24251490,2019-11-03,f,$135.00,$135.00,1.0,1125.0
24251490,2019-10-28,f,$135.00,$135.00,1.0,1125.0
24252145,2020-02-06,f,$626.00,$626.00,1.0,1125.0
24252145,2020-02-09,f,$626.00,$626.00,1.0,1125.0
24252323,2019-12-15,t,$410.00,$410.00,2.0,1125.0
24252323,2019-10-22,t,$410.00,$410.00,2.0,1125.0
24252636,2019-10-06,t,$1080.00,$1080.00,1.0,1125.0
24252636,2020-02-03,t,$958.00,$958.00,1.0,1125.0
24253202,2019-09-01,f,$450.00,$450.00,1.0,1125.0
24253202,2019-04-26,f,$518.00,$518.00,1.0,1125.0
24253361,2020-03-31,f,$2580.00,$2580.00,1.0,1125.0
24253361,2019-05-10,t,$2580.00,$2580.00,1.0,1125.0
24253709,2019-11-30,f,$360.00,$360.00,1.0,1125.0
24253709,2019-11-10,f,$360.00,$360.00,1.0,1125.0
24254472,2019-05-23,f,$109.00,$109.00,2.0,1125.0
24254472,2019-05-22,f,$109.00,$109.00,2.0,1125.0
24254932,2019-05-25,f,$109.00,$109.00,1.0,1125.0
24254932,2019-05-01,f,$109.00,$109.00,1.0,1125.0
24255449,2019-05-23,t,$699.00,$699.00,1.0,1125.0
24255449,2020-02-21,f,$728.00,$728.00,1.0,1125.0
24255506,2019-08-03,t,$197.00,$197.00,1.0,1125.0
24255506,2019-07-22,t,$197.00,$197.00,1.0,1125.0
24256767,2019-08-21,t,$100.00,$100.00,1.0,1125.0
24256767,2019-08-07,t,$100.00,$100.00,1.0,1125.0
24257468,2020-02-01,t,$758.00,$758.00,1.0,1125.0
24257468,2019-04-25,t,$728.00,$728.00,1.0,1125.0
24258554,2019-07-07,t,$1099.00,$1099.00,1.0,1125.0
24258554,2019-05-25,t,$769.00,$769.00,1.0,1125.0
24258641,2019-06-23,t,$235.00,$235.00,1.0,1125.0
24258641,2019-07-09,t,$235.00,$235.00,1.0,1125.0
24259782,2020-03-05,t,$177.00,$177.00,1.0,1125.0
24259782,2019-12-10,t,$177.00,$177.00,1.0,1125.0
24260421,2019-11-19,t,$328.00,$328.00,1.0,1125.0
24260421,2019-11-23,t,$328.00,$328.00,1.0,1125.0
24260632,2019-12-20,t,$198.00,$198.00,1.0,1125.0
24260632,2019-08-23,t,$198.00,$198.00,1.0,1125.0
24260758,2020-01-18,f,$288.00,$288.00,1.0,1125.0
24260758,2020-04-06,f,$288.00,$288.00,1.0,1125.0
24260892,2019-11-26,f,$250.00,$250.00,1.0,6.0
24260892,2019-04-26,f,$250.00,$250.00,1.0,6.0
24260968,2019-10-06,t,$628.00,$628.00,1.0,1125.0
24260968,2019-10-12,t,$628.00,$628.00,1.0,1125.0
24267263,2020-02-12,f,$238.00,$238.00,3.0,1125.0
24267263,2020-01-04,f,$238.00,$238.00,3.0,1125.0
24267807,2019-10-22,t,$461.00,$461.00,1.0,1125.0
24267807,2019-11-01,t,$461.00,$461.00,1.0,1125.0
24268373,2020-02-09,t,$3299.00,$3299.00,1.0,30.0
24268373,2019-12-10,t,$3299.00,$3299.00,1.0,30.0
24269351,2019-05-18,t,$300.00,$300.00,2.0,1125.0
24269351,2019-05-09,t,$279.00,$279.00,2.0,1125.0
24269576,2019-12-13,t,$880.00,$880.00,1.0,1125.0
24269576,2019-07-18,t,$880.00,$880.00,1.0,1125.0
24269758,2020-02-23,t,$268.00,$268.00,1.0,1125.0
24269758,2019-09-12,t,$268.00,$268.00,1.0,1125.0
24269836,2020-02-07,t,$741.00,$741.00,1.0,1125.0
24269836,2020-02-24,t,$703.00,$703.00,1.0,1125.0
24270352,2020-01-25,f,$4617.00,$4617.00,1.0,1125.0
24270352,2019-04-22,f,$4617.00,$4617.00,1.0,1125.0
24270416,2019-12-16,f,$1090.00,$1090.00,1.0,1125.0
24270416,2019-07-29,f,$1090.00,$1090.00,1.0,1125.0
24270792,2020-04-13,f,$599.00,$599.00,1.0,1125.0
24270792,2019-09-27,t,$599.00,$599.00,1.0,1125.0
24271074,2019-08-29,f,$96.00,$96.00,1.0,1125.0
24271074,2019-05-16,t,$96.00,$96.00,1.0,1125.0
24271208,2019-09-12,t,$380.00,$380.00,1.0,1125.0
24271208,2019-07-08,t,$380.00,$380.00,1.0,1125.0
24271437,2019-05-03,f,$188.00,$188.00,1.0,30.0
24271437,2019-06-14,f,$188.00,$188.00,1.0,30.0
24271768,2019-07-11,f,$201.00,$201.00,1.0,1125.0
24271768,2019-08-19,f,$224.00,$224.00,1.0,1125.0
24272130,2019-07-22,t,$380.00,$380.00,1.0,1125.0
24272130,2019-08-16,t,$380.00,$380.00,1.0,1125.0
24272137,2019-10-31,t,$338.00,$338.00,1.0,1125.0
24272137,2019-12-29,t,$338.00,$338.00,1.0,1125.0
24272277,2019-10-30,f,$3000.00,$3000.00,1.0,1125.0
24272277,2019-08-20,t,$3000.00,$3000.00,1.0,1125.0
24272403,2020-02-17,t,$101.00,$101.00,1.0,1125.0
24272403,2019-08-12,t,$95.00,$95.00,1.0,1125.0
24272606,2019-12-22,f,$212.00,$212.00,1.0,1125.0
24272606,2019-12-17,f,$212.00,$212.00,1.0,1125.0
24272627,2019-11-05,t,$190.00,$190.00,1.0,1125.0
24272627,2020-03-18,t,$190.00,$190.00,1.0,1125.0
24272773,2019-04-25,f,$478.00,$478.00,1.0,90.0
24272773,2020-02-29,f,$498.00,$498.00,1.0,90.0
24273831,2019-10-06,t,$99.00,$99.00,1.0,1125.0
24273831,2019-04-25,t,$95.00,$95.00,1.0,1125.0
24274046,2020-01-27,t,$181.00,$181.00,1.0,1125.0
24274046,2019-09-24,t,$177.00,$177.00,1.0,1125.0
24274513,2019-07-21,t,$440.00,$440.00,1.0,1125.0
24274513,2020-03-08,f,$440.00,$440.00,1.0,1125.0
24274751,2019-09-22,f,$462.00,$462.00,1.0,1125.0
24274751,2019-09-16,f,$460.00,$460.00,1.0,1125.0
24275364,2019-12-26,t,$499.00,$499.00,1.0,30.0
24275364,2019-12-01,t,$499.00,$499.00,1.0,30.0
24275743,2019-07-31,t,$258.00,$258.00,1.0,1125.0
24275743,2020-01-11,f,$258.00,$258.00,1.0,1125.0
24275845,2020-01-14,t,$5685.00,$5685.00,1.0,1125.0
24275845,2020-03-27,t,$5685.00,$5685.00,1.0,1125.0
24276018,2019-07-05,t,$338.00,$338.00,1.0,1125.0
24276018,2019-07-24,t,$338.00,$338.00,1.0,1125.0
24276317,2019-08-15,t,$348.00,$348.00,1.0,1125.0
24276317,2019-10-24,t,$348.00,$348.00,1.0,1125.0
24276419,2020-03-14,f,$238.00,$238.00,1.0,1125.0
24276419,2019-11-26,f,$238.00,$238.00,1.0,1125.0
24276928,2019-12-30,f,$358.00,$358.00,1.0,1125.0
24276928,2019-06-15,f,$358.00,$358.00,1.0,1125.0
24277243,2019-08-16,t,$999.00,$999.00,1.0,1125.0
24277243,2019-07-26,t,$999.00,$999.00,1.0,1125.0
24277464,2019-06-10,f,$3500.00,$3500.00,3.0,30.0
24277464,2020-02-08,f,$3500.00,$3500.00,3.0,30.0
24277867,2019-12-17,t,$388.00,$388.00,1.0,1125.0
24277867,2019-07-16,t,$388.00,$388.00,1.0,1125.0
24278006,2019-07-03,t,$1180.00,$1180.00,2.0,1125.0
24278006,2020-04-08,f,$980.00,$980.00,2.0,1125.0
24278248,2019-05-14,t,$628.00,$628.00,1.0,1125.0
24278248,2019-05-24,t,$628.00,$628.00,1.0,1125.0
24278576,2019-07-20,t,$758.00,$758.00,1.0,1125.0
24278576,2019-07-26,t,$758.00,$758.00,1.0,1125.0
24278950,2020-01-16,t,$210.00,$210.00,2.0,1125.0
24278950,2020-01-30,t,$210.00,$210.00,2.0,1125.0
24279497,2019-12-13,t,$200.00,$200.00,2.0,1125.0
24279497,2019-07-30,t,$180.00,$180.00,2.0,1125.0
24279992,2020-01-30,t,$259.00,$259.00,2.0,1125.0
24279992,2020-04-06,t,$259.00,$259.00,2.0,1125.0
24280058,2019-10-29,t,$239.00,$239.00,1.0,1125.0
24280058,2019-09-21,t,$239.00,$239.00,1.0,1125.0
24280232,2019-08-02,t,$280.00,$280.00,2.0,1125.0
24280232,2019-08-28,t,$249.00,$249.00,2.0,1125.0
24286709,2019-10-27,t,$297.00,$297.00,1.0,1125.0
24286709,2019-12-12,t,$298.00,$298.00,1.0,1125.0
24287293,2020-01-08,t,$538.00,$538.00,1.0,1125.0
24287293,2019-08-12,t,$988.00,$988.00,1.0,1125.0
24288610,2020-01-01,t,$101.00,$101.00,1.0,1125.0
24288610,2020-01-14,t,$101.00,$101.00,1.0,1125.0
24288745,2019-07-31,t,$95.00,$95.00,1.0,1125.0
24288745,2020-03-31,t,$101.00,$101.00,1.0,1125.0
24288914,2019-07-29,t,$95.00,$95.00,1.0,1125.0
24288914,2019-05-19,t,$95.00,$95.00,1.0,1125.0
24288932,2019-10-13,t,$258.00,$258.00,1.0,1125.0
24288932,2019-06-18,t,$180.00,$180.00,1.0,1125.0
24289689,2019-08-27,t,$95.00,$95.00,1.0,1125.0
24289689,2019-05-19,t,$95.00,$95.00,1.0,1125.0
24289692,2019-06-22,t,$95.00,$95.00,1.0,1125.0
24289692,2019-12-24,t,$101.00,$101.00,1.0,1125.0
24289694,2020-03-19,t,$101.00,$101.00,1.0,1125.0
24289694,2019-11-07,t,$101.00,$101.00,1.0,1125.0
24289699,2019-10-17,t,$95.00,$95.00,2.0,1125.0
24289699,2020-02-22,t,$95.00,$95.00,2.0,1125.0
24289700,2019-11-12,t,$101.00,$101.00,1.0,1125.0
24289700,2019-10-14,t,$100.00,$100.00,1.0,1125.0
24289702,2020-03-21,t,$101.00,$101.00,1.0,1125.0
24289702,2019-11-01,t,$101.00,$101.00,1.0,1125.0
24290831,2020-03-18,f,$500.00,$500.00,2.0,1125.0
24290831,2019-09-12,f,$500.00,$500.00,2.0,1125.0
24290940,2019-10-22,f,$580.00,$580.00,1.0,1125.0
24290940,2019-10-27,f,$584.00,$584.00,1.0,1125.0
24291118,2019-10-19,t,$328.00,$328.00,2.0,1125.0
24291118,2019-07-21,t,$328.00,$328.00,2.0,1125.0
24291220,2019-04-27,t,$159.00,$159.00,1.0,1125.0
24291220,2019-11-15,f,$166.00,$166.00,1.0,1125.0
24291449,2020-01-07,f,$459.00,$459.00,1.0,1125.0
24291449,2019-06-07,t,$459.00,$459.00,1.0,1125.0
24291496,2020-02-26,t,$149.00,$149.00,1.0,1125.0
24291496,2019-09-05,t,$149.00,$149.00,1.0,1125.0
24291518,2020-01-02,f,$140.00,$140.00,1.0,1125.0
24291518,2019-07-23,f,$140.00,$140.00,1.0,1125.0
24292180,2019-12-17,t,$428.00,$428.00,1.0,1125.0
24292180,2019-06-26,t,$428.00,$428.00,1.0,1125.0
24292198,2019-11-13,f,$285.00,$285.00,1.0,1125.0
24292198,2020-04-05,f,$285.00,$285.00,1.0,1125.0
24292510,2019-06-19,t,$249.00,$249.00,3.0,30.0
24292510,2019-05-30,t,$249.00,$249.00,3.0,30.0
24292961,2019-05-20,f,$526.00,$526.00,1.0,1125.0
24292961,2019-11-04,f,$526.00,$526.00,1.0,1125.0
24293025,2019-07-10,t,$428.00,$428.00,1.0,1125.0
24293025,2019-06-22,t,$368.00,$368.00,1.0,1125.0
24293028,2019-12-23,f,$495.00,$495.00,2.0,1125.0
24293028,2019-05-01,f,$599.00,$599.00,2.0,1125.0
24294917,2019-09-29,t,$1780.00,$1780.00,1.0,1125.0
24294917,2020-02-21,t,$2280.00,$2280.00,1.0,1125.0
24295620,2019-11-08,t,$1980.00,$1980.00,1.0,1125.0
24295620,2019-08-10,t,$1980.00,$1980.00,1.0,1125.0
24295908,2020-03-11,f,$288.00,$288.00,1.0,365.0
24295908,2020-04-08,f,$288.00,$288.00,1.0,365.0
24297090,2019-07-27,t,$758.00,$758.00,1.0,1125.0
24297090,2020-01-19,t,$728.00,$728.00,1.0,1125.0
24298956,2019-05-15,t,$588.00,$588.00,1.0,1125.0
24298956,2019-08-03,t,$580.00,$580.00,1.0,1125.0
24299033,2019-12-04,t,$699.00,$699.00,2.0,1125.0
24299033,2019-11-10,t,$699.00,$699.00,2.0,1125.0
24299396,2019-07-10,t,$728.00,$728.00,1.0,1125.0
24299396,2019-06-04,t,$728.00,$728.00,1.0,1125.0
24299408,2019-11-30,t,$425.00,$425.00,2.0,1125.0
24299408,2020-01-19,t,$425.00,$425.00,2.0,1125.0
24300131,2019-05-01,f,$1180.00,$1180.00,1.0,1125.0
24300131,2019-12-15,f,$1180.00,$1180.00,1.0,1125.0
24300923,2019-10-27,t,$600.00,$600.00,1.0,1125.0
24300923,2019-05-23,t,$588.00,$588.00,1.0,1125.0
24301191,2019-04-18,f,$258.00,$258.00,1.0,1125.0
24301191,2019-11-08,f,$288.00,$288.00,1.0,1125.0
24302047,2019-06-13,t,$688.00,$688.00,1.0,1125.0
24302047,2020-02-10,f,$590.00,$590.00,1.0,1125.0
24303090,2019-11-29,t,$1988.00,$1590.00,1.0,1125.0
24303090,2019-12-11,t,$1688.00,$1350.00,1.0,1125.0
24303177,2020-02-12,f,$488.00,$488.00,1.0,1125.0
24303177,2020-02-06,f,$488.00,$488.00,1.0,1125.0
24310998,2019-05-02,t,$368.00,$368.00,2.0,1125.0
24310998,2019-07-19,f,$368.00,$368.00,2.0,1125.0
24311399,2019-07-11,t,$168.00,$168.00,1.0,1125.0
24311399,2020-01-07,f,$168.00,$168.00,1.0,1125.0
24311530,2020-04-14,t,$2799.00,$2799.00,1.0,1125.0
24311530,2019-12-29,t,$2799.00,$2799.00,1.0,1125.0
24311557,2019-11-25,f,$208.00,$208.00,1.0,1125.0
24311557,2019-10-31,f,$207.00,$207.00,1.0,1125.0
24311667,2019-07-21,t,$150.00,$150.00,1.0,1125.0
24311667,2019-12-11,f,$150.00,$150.00,1.0,1125.0
24311773,2019-05-09,t,$5000.00,$5000.00,30.0,1125.0
24311773,2019-09-17,t,$5000.00,$5000.00,30.0,1125.0
24312105,2020-02-14,t,$919.00,$919.00,1.0,1125.0
24312105,2019-09-13,t,$899.00,$899.00,1.0,1125.0
24312260,2019-11-26,t,$818.00,$818.00,1.0,1125.0
24312260,2019-05-13,t,$799.00,$799.00,1.0,1125.0
24312751,2019-10-18,f,$1132.00,$1132.00,1.0,1125.0
24312751,2019-08-05,f,$1380.00,$1380.00,1.0,1125.0
24312969,2019-09-27,t,$898.00,$898.00,1.0,1125.0
24312969,2020-02-02,f,$823.00,$823.00,1.0,1125.0
24313685,2019-08-24,f,$1288.00,$1288.00,1.0,1125.0
24313685,2020-02-08,f,$1288.00,$1288.00,1.0,1125.0
24314033,2019-08-29,f,$177.00,$177.00,2.0,45.0
24314033,2019-04-19,t,$228.00,$228.00,1.0,45.0
24314064,2019-06-27,t,$399.00,$399.00,1.0,1125.0
24314064,2019-11-20,t,$399.00,$399.00,1.0,1125.0
24314630,2019-05-20,t,$399.00,$399.00,1.0,1125.0
24314630,2019-09-16,t,$399.00,$399.00,1.0,1125.0
24314648,2020-01-02,f,$109.00,$109.00,2.0,1125.0
24314648,2019-12-23,f,$109.00,$109.00,2.0,1125.0
24315191,2019-08-20,f,$298.00,$298.00,1.0,1125.0
24315191,2019-10-13,f,$298.00,$298.00,1.0,1125.0
24315241,2020-03-10,t,$399.00,$399.00,1.0,1125.0
24315241,2019-05-03,t,$499.00,$499.00,1.0,1125.0
24315282,2019-12-02,t,$768.00,$768.00,2.0,1125.0
24315282,2019-05-04,t,$828.00,$828.00,2.0,1125.0
24315288,2020-03-03,f,$125.00,$125.00,1.0,7.0
24315288,2019-07-07,f,$125.00,$125.00,1.0,7.0
24315484,2020-02-12,t,$498.00,$498.00,1.0,1125.0
24315484,2019-07-12,f,$498.00,$498.00,1.0,1125.0
24315791,2019-10-02,f,$488.00,$488.00,2.0,1125.0
24315791,2019-04-20,t,$488.00,$488.00,2.0,1125.0
24315914,2020-03-29,t,$285.00,$285.00,1.0,1125.0
24315914,2019-11-05,t,$285.00,$285.00,1.0,1125.0
24316378,2019-06-16,t,$788.00,$788.00,1.0,1125.0
24316378,2019-11-21,t,$788.00,$788.00,1.0,1125.0
24316412,2019-07-13,t,$153.00,$153.00,1.0,1125.0
24316412,2019-10-09,t,$138.00,$138.00,1.0,1125.0
24316533,2020-01-02,f,$170.00,$170.00,2.0,60.0
24316533,2020-01-28,f,$170.00,$170.00,2.0,60.0
24316657,2019-07-12,t,$699.00,$699.00,1.0,1125.0
24316657,2019-11-26,f,$499.00,$499.00,1.0,1125.0
24316846,2019-10-16,f,$235.00,$235.00,3.0,90.0
24316846,2019-05-22,f,$235.00,$235.00,3.0,90.0
24316870,2019-08-15,t,$120.00,$120.00,1.0,1125.0
24316870,2020-01-02,t,$120.00,$120.00,1.0,1125.0
24316906,2020-02-28,t,$1288.00,$1288.00,1.0,1125.0
24316906,2020-02-05,t,$1188.00,$1188.00,1.0,1125.0
24317018,2020-04-01,t,$668.00,$668.00,1.0,1125.0
24317018,2019-06-16,t,$668.00,$668.00,1.0,1125.0
24317470,2019-08-13,t,$288.00,$288.00,1.0,1125.0
24317470,2019-07-06,t,$288.00,$288.00,1.0,1125.0
24317539,2019-11-03,t,$1316.00,$1316.00,1.0,60.0
24317539,2020-02-28,t,$1316.00,$1316.00,1.0,60.0
24317617,2020-04-03,f,$148.00,$148.00,1.0,1125.0
24317617,2019-11-17,f,$148.00,$148.00,1.0,1125.0
24318450,2020-03-17,t,$268.00,$268.00,1.0,1125.0
24318450,2019-05-04,t,$268.00,$268.00,1.0,1125.0
24318606,2019-08-05,t,$278.00,$278.00,1.0,1125.0
24318606,2019-07-13,t,$278.00,$278.00,1.0,1125.0
24318614,2019-08-20,t,$268.00,$268.00,1.0,1125.0
24318614,2019-09-10,t,$268.00,$268.00,1.0,1125.0
24318769,2020-01-13,f,$732.00,$732.00,1.0,1125.0
24318769,2019-12-06,f,$733.00,$733.00,1.0,1125.0
24318802,2020-02-19,t,$338.00,$338.00,1.0,1125.0
24318802,2019-05-31,t,$338.00,$338.00,1.0,1125.0
24320334,2019-12-02,f,$211.00,$211.00,2.0,1125.0
24320334,2020-03-04,f,$211.00,$211.00,2.0,1125.0
24320401,2020-01-01,f,$1180.00,$1180.00,1.0,1125.0
24320401,2019-12-12,f,$1180.00,$1180.00,1.0,1125.0
24320840,2019-12-14,f,$780.00,$780.00,1.0,1125.0
24320840,2019-09-05,t,$780.00,$780.00,1.0,1125.0
24320987,2020-01-31,f,$680.00,$680.00,1.0,1125.0
24320987,2019-12-21,f,$680.00,$680.00,1.0,1125.0
24321344,2019-06-20,t,$680.00,$680.00,1.0,1125.0
24321344,2019-07-12,t,$680.00,$680.00,1.0,1125.0
24321707,2019-05-30,t,$4280.00,$4280.00,1.0,1125.0
24321707,2019-08-15,t,$4280.00,$4280.00,1.0,1125.0
24322162,2019-08-26,t,$1680.00,$1680.00,1.0,1125.0
24322162,2020-04-15,t,$2135.00,$2135.00,1.0,1125.0
24322367,2020-03-11,t,$599.00,$599.00,1.0,1125.0
24322367,2020-01-23,t,$599.00,$599.00,1.0,1125.0
24322683,2020-02-02,f,$241.00,$241.00,2.0,1125.0
24322683,2020-01-14,f,$242.00,$242.00,2.0,1125.0
24323287,2019-05-24,t,$208.00,$208.00,2.0,1125.0
24323287,2020-02-07,f,$252.00,$252.00,2.0,1125.0
24323293,2019-07-07,t,$288.00,$288.00,1.0,1125.0
24323293,2019-12-31,t,$477.00,$477.00,1.0,1125.0
24323739,2020-04-05,f,$328.00,$328.00,1.0,1125.0
24323739,2019-09-01,t,$328.00,$328.00,1.0,1125.0
24323959,2020-03-04,f,$298.00,$298.00,1.0,1125.0
24323959,2019-11-14,f,$298.00,$298.00,1.0,1125.0
24324205,2019-09-03,t,$198.00,$198.00,1.0,365.0
24324205,2020-02-21,t,$198.00,$198.00,1.0,365.0
24324240,2020-03-17,f,$747.00,$747.00,3.0,1125.0
24324240,2020-02-01,f,$848.00,$848.00,3.0,1125.0
24324371,2019-05-14,t,$588.00,$588.00,1.0,1125.0
24324371,2019-06-21,t,$699.00,$699.00,1.0,1125.0
24325161,2019-05-13,t,$363.00,$363.00,1.0,31.0
24325161,2019-06-05,t,$360.00,$360.00,1.0,31.0
24326045,2020-01-14,f,$350.00,$350.00,1.0,1125.0
24326045,2019-09-01,f,$350.00,$350.00,1.0,1125.0
24327016,2019-07-18,t,$488.00,$488.00,1.0,1125.0
24327016,2020-01-24,t,$688.00,$688.00,1.0,1125.0
24328000,2019-06-18,t,$369.00,$351.00,1.0,1125.0
24328000,2019-05-04,f,$399.00,$399.00,1.0,1125.0
24328456,2020-02-13,f,$316.00,$316.00,1.0,1125.0
24328456,2019-12-06,f,$316.00,$316.00,1.0,1125.0
24329796,2019-12-25,t,$288.00,$288.00,1.0,1125.0
24329796,2019-06-28,t,$333.00,$333.00,1.0,1125.0
24335908,2020-02-17,t,$3500.00,$3500.00,1.0,365.0
24335908,2019-09-23,t,$3500.00,$3500.00,1.0,365.0
24335927,2020-03-20,f,$200.00,$200.00,2.0,360.0
24335927,2019-11-10,f,$200.00,$200.00,1.0,360.0
24335988,2019-10-22,t,$770.00,$770.00,1.0,180.0
24335988,2020-03-06,t,$779.00,$779.00,1.0,180.0
24336895,2019-11-26,t,$721.00,$721.00,1.0,180.0
24336895,2019-05-04,f,$558.00,$558.00,1.0,180.0
24336898,2019-12-12,t,$12210.00,$12210.00,1.0,365.0
24336898,2019-06-12,t,$12000.00,$12000.00,1.0,365.0
24337542,2019-11-17,f,$598.00,$598.00,1.0,60.0
24337542,2020-03-10,t,$598.00,$598.00,1.0,60.0
24338006,2019-12-09,t,$1280.00,$1280.00,1.0,1125.0
24338006,2019-11-11,t,$1280.00,$1280.00,1.0,1125.0
24338230,2019-11-05,t,$499.00,$499.00,15.0,1125.0
24338230,2019-04-26,t,$499.00,$499.00,15.0,1125.0
24338286,2019-09-20,t,$580.00,$580.00,1.0,1125.0
24338286,2019-09-18,t,$580.00,$580.00,1.0,1125.0
24338376,2019-07-07,t,$399.00,$399.00,1.0,1125.0
24338376,2020-04-08,t,$399.00,$399.00,1.0,1125.0
24339004,2019-08-29,t,$580.00,$580.00,1.0,1125.0
24339004,2019-05-09,t,$580.00,$580.00,1.0,1125.0
24339056,2019-06-17,t,$2880.00,$2304.00,1.0,1125.0
24339056,2020-02-22,t,$3200.00,$2560.00,1.0,1125.0
24339189,2019-11-18,f,$208.00,$208.00,1.0,1125.0
24339189,2019-05-03,f,$238.00,$238.00,1.0,1125.0
24339241,2019-04-19,f,$730.00,$730.00,1.0,1125.0
24339241,2019-05-05,t,$730.00,$730.00,1.0,1125.0
24339417,2019-10-27,t,$592.00,$592.00,1.0,1125.0
24339417,2019-08-10,t,$430.00,$430.00,1.0,1125.0
24339573,2019-12-03,t,$798.00,$798.00,1.0,1125.0
24339573,2019-12-16,t,$798.00,$798.00,1.0,1125.0
24339612,2019-08-24,t,$510.00,$510.00,1.0,1125.0
24339612,2019-04-30,t,$510.00,$510.00,1.0,1125.0
24340397,2019-05-30,t,$188.00,$188.00,3.0,1125.0
24340397,2019-12-14,f,$209.00,$209.00,3.0,1125.0
24340879,2019-09-03,f,$150.00,$150.00,1.0,20.0
24340879,2019-08-05,f,$150.00,$150.00,1.0,20.0
24342066,2019-10-29,f,$428.00,$428.00,1.0,1125.0
24342066,2019-09-04,f,$428.00,$428.00,1.0,1125.0
24342120,2019-09-25,t,$488.00,$488.00,1.0,1125.0
24342120,2019-12-30,t,$488.00,$488.00,1.0,1125.0
24342483,2020-02-29,f,$559.00,$559.00,1.0,1125.0
24342483,2019-11-21,f,$589.00,$589.00,1.0,1125.0
24342490,2019-06-02,t,$398.00,$398.00,1.0,1125.0
24342490,2020-02-06,t,$398.00,$398.00,1.0,1125.0
24343235,2019-05-19,t,$568.00,$568.00,1.0,1125.0
24343235,2019-05-29,t,$568.00,$568.00,1.0,1125.0
24345410,2019-09-15,t,$619.00,$619.00,1.0,33.0
24345410,2019-12-09,t,$647.00,$647.00,1.0,33.0
24346105,2020-01-02,t,$424.00,$424.00,1.0,1125.0
24346105,2019-06-16,t,$350.00,$350.00,1.0,1125.0
24347450,2019-11-09,t,$880.00,$880.00,1.0,1125.0
24347450,2019-10-20,t,$880.00,$880.00,1.0,1125.0
24347931,2019-10-18,t,$705.00,$705.00,1.0,30.0
24347931,2019-05-12,t,$528.00,$528.00,1.0,30.0
24348175,2019-04-19,f,$498.00,$498.00,1.0,60.0
24348175,2019-11-11,t,$717.00,$717.00,1.0,60.0
24348382,2019-10-06,t,$911.00,$911.00,1.0,50.0
24348382,2019-11-22,t,$932.00,$932.00,1.0,50.0
24349550,2019-10-07,t,$928.00,$928.00,1.0,1125.0
